51  37  (Number of Rows and Columns)
   1.95  13.2376  13.1976  13.0792  12.8879  12.6328  12.3250  11.9771  11.6013  11.2086  10.8088  10.4097  10.0173   9.6362   9.2697   8.9197   8.5877   8.2741   7.9793   7.7030   7.4448   7.2041   6.9805   6.7732   6.5817   6.4054   6.2437   6.0962   5.9625   5.8425   5.7359   5.6426   5.5628   5.4967   5.4446   5.4068   5.3839   5.3762
   2.00  14.0007  13.9557  13.8229  13.6087  13.3236  12.9810  12.5951  12.1798  11.7478  11.3097  10.8741  10.4475  10.0347   9.6389   9.2623   8.9061   8.5705   8.2558   7.9615   7.6870   7.4317   7.1949   6.9757   6.7734   6.5874   6.4170   6.2617   6.1211   5.9948   5.8828   5.7848   5.7010   5.6316   5.5768   5.5372   5.5131   5.5050
   2.05  14.7997  14.7492  14.6005  14.3611  14.0433  13.6627  13.2356  12.7778  12.3036  11.8247  11.3504  10.8876  10.4415  10.0152   9.6108   9.2293   8.8710   8.5357   8.2229   7.9317   7.6614   7.4110   7.1796   6.9664   6.7705   6.5912   6.4280   6.2803   6.1478   6.0302   5.9275   5.8396   5.7668   5.7093   5.6677   5.6425   5.6340
   2.10  15.6357  15.5793  15.4131  15.1460  14.7925  14.3705  13.8988  13.3954  12.8760  12.3536  11.8383  11.3376  10.8564  10.3983   9.9650   9.5574   9.1755   8.8190   8.4871   8.1789   7.8931   7.6289   7.3850   7.1606   6.9546   6.7664   6.5951   6.4402   6.3014   6.1782   6.0706   5.9785   5.9023   5.8421   5.7985   5.7721   5.7632
   2.15  16.5101  16.4471  16.2616  15.9642  15.5718  15.1049  14.5851  14.0326  13.4650  12.8965  12.3379  11.7971  11.2794  10.7880  10.3247   9.8900   9.4839   9.1056   8.7541   8.4283   8.1268   7.8484   7.5918   7.3560   7.1399   6.9424   6.7630   6.6008   6.4555   6.3266   6.2140   6.1178   6.0381   5.9752   5.9296   5.9019   5.8926
   2.20  17.4239  17.3536  17.1471  16.8166  16.3818  15.8662  15.2946  14.6895  14.0705  13.4531  12.8489  12.2661  11.7102  11.1842  10.6897  10.2271   9.7960   9.3953   9.0237   8.6799   8.3623   8.0695   7.8000   7.5526   7.3260   7.1193   6.9315   6.7620   6.6101   6.4755   6.3579   6.2574   6.1741   6.1084   6.0608   6.0319   6.0221
   2.25  18.3783  18.3001  18.0705  17.7039  17.2229  16.6548  16.0274  15.3661  14.6925  14.0233  13.3711  12.7444  12.1486  11.5867  11.0600  10.5686  10.1116   9.6879   9.2958   8.9336   8.5996   8.2921   8.0095   7.7503   7.5132   7.2970   7.1008   6.9237   6.7652   6.6247   6.5021   6.3973   6.3105   6.2419   6.1923   6.1621   6.1519
   2.30  19.3745  19.2877  19.0328  18.6269  18.0959  17.4711  16.7838  16.0625  15.3308  14.6071  13.9045  13.2318  12.5945  11.9953  11.4353  10.9142  10.4308   9.9835   9.5704   9.1894   8.8387   8.5162   8.2202   7.9490   7.7012   7.4754   7.2707   7.0861   6.9208   6.7744   6.6467   6.5375   6.4471   6.3757   6.3239   6.2924   6.2818
   2.35  20.4138  20.3174  20.0351  19.5863  19.0012  18.3152  17.5637  16.7785  15.9855  15.2042  14.4487  13.7281  13.0476  12.4099  11.8156  11.2639  10.7533  10.2818   9.8472   9.4472   9.0793   8.7416   8.4320   8.1487   7.8900   7.6546   7.4412   7.2489   7.0769   6.9245   6.7916   6.6780   6.5839   6.5096   6.4557   6.4229   6.4119
   2.40  21.4972  21.3905  21.0782  20.5829  19.9392  19.1875  18.3674  17.5142  16.6562  15.8145  15.0037  14.2331  13.5079  12.8303  12.2006  11.6175  11.0790  10.5829  10.1263   9.7068   9.3216   8.9684   8.6450   8.3494   8.0797   7.8345   7.6124   7.4123   7.2333   7.0750   6.9368   6.8188   6.7209   6.6437   6.5877   6.5536   6.5421
   2.45  22.6260  22.5081  22.1632  21.6175  20.9106  20.0882  19.1949  18.2696  17.3430  16.4378  15.5692  14.7466  13.9751  13.2564  12.5902  11.9748  11.4079  10.8865  10.4076   9.9682   9.5654   9.1965   8.8591   8.5510   8.2702   8.0150   7.7841   7.5761   7.3902   7.2258   7.0823   6.9598   6.8582   6.7780   6.7198   6.6843   6.6724
   2.50  23.8015  23.6713  23.2910  22.6907  21.9156  21.0175  20.0462  19.0444  18.0456  17.0738  16.1450  15.2685  14.4490  13.6878  12.9842  12.3358  11.7397  11.1926  10.6909  10.2313   9.8106   9.4258   9.0742   8.7535   8.4614   8.1962   7.9563   7.7404   7.5475   7.3769   7.2281   7.1010   6.9956   6.9124   6.8520   6.8153   6.8029
