Isotope   conc     MolarMass     density  half-life R(b_coh) I(b_coh) R(b_inc)     I(b_inc) Coh xs    Inc xs    Scatt xs  Abs xs     StorageTime PromptActivation ContactDose
154Gd     2.1          -            -        -      10.(3.)   0.0     0             0.0    13.(8.)   0         13.(8.)   85.(12.)         -              -             -    
155Gd     14.8         -            -        -      6.0      -17.0    (+/-)5.(5.) -13.16   40.8      25.(6.)   66.(6.)   61100.(400.)     -              -             -    
156Gd     20.6         -            -        -      6.3       0.0     0             0.0    5         0         5         1.5(1.2)         -              -             -    
157Gd     15.7         -            -        -      -1.14    -71.9    (+/-)5.(5.) -55.8    650.(4.)  394.(7.)  1044.(8.) 259000.(700.)    -              -             -    
158Gd     24.8         -            -        -      9.(2.)    0.0     0             0.0    10.(5.)   0         10.(5.)   2.2              -              -             -    
160Gd     21.8         -            -        -      9.15      0.0     0             0.0    10.52     0         10.52     0.77             -              -             -    
Tb        100      158.92534(2)  8219        -      7.38      0.0     -0.17         0.0    6.84      0.004     6.84      23.4           2.1y           3300           2.8   
Dy         -       162.50(3)     8551        -      16.9     -0.276    -             -     35.9      54.4(1.2) 90.3      994.(13.)       52h          500000          430   
156Dy     0.06         -            -        -      6.1       0.0     0             0.0    4.7       0         4.7       33.(3.)          -              -             -    
158Dy     0.1          -            -        -      6.(4.)    0.0     0             0.0    5.(6.)    0         5.(6.)    43.(6.)          -              -             -    
160Dy     2.34         -            -        -      6.7       0.0     0             0.0    5.6       0         5.6       56.(5.)          -              -             -    
161Dy     19           -            -        -      10.3      0.0     (+/-)4.9      0.0    13.3      3.(1.)    16.(1.)   600.(25.)        -              -             -    
162Dy     25.5         -            -        -      -1.4      0.0     0             0.0    0.25      0         0.25      194.(10.)        -              -             -    
163Dy     24.9         -            -        -      5.0       0.0     1.3           0.0    3.1       0.21      3.3       124.(7.)         -              -             -    
164Dy     28.1         -            -        -      49.4     -0.79    0             0.0    307.(3.)  0         307.(3.)  2840.(40.)       -              -             -    
Ho        100      164.93032(2)  8795        -      8.01      0.0     -1.70         0.0    8.06      0.36      8.42      64.7(1.2)       20d           28000          24    
Er         -       167.26(3)     9066        -      7.79      0.0      -             -     7.63      1.1       8.7       159.(4.)        78d            600           0.5   
162Er     0.14         -            -        -      8.8       0.0     0             0.0    9.7       0         9.7       19.(2.)          -              -             -    
164Er     1.56         -            -        -      8.2       0.0     0             0.0    8.4       0         8.4       13.(2.)          -              -             -    
166Er     33.4         -            -        -      10.6      0.0     0             0.0    14.1      0         14.1      19.6(1.5)        -              -             -    
167Er     22.9         -            -        -      3.0       0.0     1.0           0.0    1.1       0.13      1.2       659.(16.)        -              -             -    
168Er     27.1         -            -        -      7.4       0.0     0             0.0    6.9       0         6.9       2.74             -              -             -    
170Er     14.9         -            -        -      9.6       0.0     0             0.0    11.6      0         11.6(1.2) 5.8              -              -             -    
Tm        100      168.93421(2)  9321        -      7.07      0.0     0.9           0.0    6.28      0.1       6.38      100.(2.)       3.7y           7700           6.7   
Yb         -       173.04(3)     6570        -      12.43     0.0      -             -     19.42     4         23.4      34.8           275d            780           0.7   
168Yb     0.14         -            -        -      -4.07    -0.62    0             0.0    2.13      0         2.13      2230.(40.)       -              -             -    
170Yb     3.06         -            -        -      6.77      0.0     0             0.0    5.8       0         5.8       11.4(1.0)        -              -             -    
171Yb     14.3         -            -        -      9.66      0.0     -5.59         0.0    11.7      3.9       15.6      48.6(2.5)        -              -             -    
172Yb     21.9         -            -        -      9.43      0.0     0             0.0    11.2      0         11.2      0.8              -              -             -    
173Yb     16.1         -            -        -      9.56      0.0     -5.3          0.0    11.5      3.5       15        17.1(1.3)        -              -             -    
174Yb     31.8         -            -        -      19.3      0.0     0             0.0    46.8      0         46.8      69.4(5.0)        -              -             -    
176Yb     12.7         -            -        -      8.72      0.0     0             0.0    9.6       0         9.6       2.85             -              -             -    
Lu         -       174.967(1)    9841        -      7.21      0.0      -             -     6.53      0.7       7.2       74.(2.)        1.8y           14000          12    
175Lu     97.39        -            -        -      7.24      0.0     (+/-)2.2      0.0    6.59      0.6       7.2       21.(3.)          -              -             -    
176Lu     2.61         -            -        -      6.1      -0.57    (+/-)3.0    0.61     4.7       1.2       5.9       2065.(35.)       -              -             -    
Hf         -       178.49(2)     13310       -      7.7       0.0      -             -     7.6       2.6       10.2      104.1           1.6y           620           0.5 
174Hf     0.2          -            -        -      10.9(1.1) 0.0     0             0.0    15.(3.)   0         15.(3.)   561.(35.)        -              -             -    
176Hf     5.2          -            -        -      6.61      0.0     0             0.0    5.5       0         5.5       23.5(3.1)        -              -             -    
177Hf     18.6         -            -        -      0.8(1.0)  0.0     (+/-)0.9(1.3) 0.0    0.1       0.1       0.2       373.(10.)        -              -             -    
178Hf     27.1         -            -        -      5.9       0.0     0             0.0    4.4       0         4.4       84.(4.)          -              -             -    
179Hf     13.7         -            -        -      7.46      0.0     (+/-)1.06     0.0    7         0.14      7.1       41.(3.)          -              -             -    
180Hf     35.2         -            -        -      13.2      0.0     0             0.0    21.9      0         21.9(1.0) 13.04            -              -             -    
Ta         -       180.9479(1)   16650       -      6.91      0.0      -             -     6         0.01      6.01      20.6             3y           1600           1.4   
180Ta     0.012        -            -        -      7.(2.)    0.0      -             -     6.2       0.5       7.(4.)    563.(60.)        -              -             -    
181Ta     99.988       -            -        -      6.91      0.0     -0.29         0.0    6         0.011     6.01      20.5             -              -             -    
W          -       183.84(1)     19250       -      4.86      0.0      -             -     2.97      1.63      4.6       18.3            15d           37000          32    
180W      0.1          -            -        -      5.(3.)    0.0     0             0.0    3.(4.)    0         3.(4.)    30.(20.)         -              -             -    
182W      26.3         -            -        -      6.97      0.0     0             0.0    6.1       0         6.1       20.7             -              -             -    
183W      14.3         -            -        -      6.53      0.0      -             -     5.36      0.3       5.7       10.1             -              -             -    
184W      30.7         -            -        -      7.48      0.0     0             0.0    7.03      0         7.03      1.7              -              -             -    
186W      28.6         -            -        -      -0.72     0.0     0             0.0    0.065     0         0.065     37.9             -              -             -    
Re         -       186.207(1)    21020       -      9.2       0.0      -             -     10.6      0.9       11.5      89.7(1.)        53d           49000          42    
185Re     37.4         -            -        -      9.0       0.0     (+/-)2.0      0.0    10.2      0.5       10.7      112.(2.)         -              -             -    
187Re     62.6         -            -        -      9.3       0.0     (+/-)2.8      0.0    10.9      1         11.9      76.4(1.)         -              -             -    
Os         -       190.23(3)     22610       -      10.7      0.0      -             -     14.4      0.3       14.7      16              41d           2300           2.0   
184Os     0.02         -            -        -      10.(2.)   0.0     0             0.0    13.(5.)   0         13.(5.)   3000.(150.)      -              -             -    
186Os     1.58         -            -        -      11.6(1.7) 0.0     0             0.0    17.(5.)   0         17.(5.)   80.(13.)         -              -             -    
187Os     1.6          -            -        -      10.(2.)   0.0      -             -     13.(5.)   0.3       13.(5.)   320.(10.)        -              -             -    
188Os     13.3         -            -        -      7.6       0.0     0             0.0    7.3       0         7.3       4.7              -              -             -    
189Os     16.1         -            -        -      10.7      0.0      -             -     14.4      0.5       14.9      25.(4.)          -              -             -    
190Os     26.4         -            -        -      11.0      0.0     0             0.0    15.2      0         15.2      13.1             -              -             -    
192Os     41           -            -        -      11.5      0.0     0             0.0    16.6      0         16.6(1.2) 2                -              -             -    
Ir         -       192.217(3)    22650       -      10.6      0.0      -             -     14.1      0.(3.)    14.(3.)   425.(2.)       4.2y           50000          43    
191Ir     37.3         -            -        -       -         -       -             -      -         -         -        954.(10.)        -              -             -    
193Ir     62.7         -            -        -       -         -       -             -      -         -         -        111.(5.)         -              -             -    
Pt         -       195.078(2)    21090       -      9.60      0.0      -             -     11.58     0.13      11.71     10.3            20d            230           0.2   
190Pt     0.01         -            -        -      9.0       0.0     0             0.0    10.(2.)   0         10.(2.)   152.(4.)         -              -             -    
192Pt     0.79         -            -        -      9.9       0.0     0             0.0    12.3(1.2) 0         12.3(1.2) 10.0(2.5)        -              -             -    
194Pt     32.9         -            -        -      10.55     0.0     0             0.0    14        0         14        1.44             -              -             -    
195Pt     33.8         -            -        -      8.83      0.0     -1.00         0.0    9.8       0.13      9.9       27.5(1.2)        -              -             -    
196Pt     25.3         -            -        -      9.89      0.0     0             0.0    12.3      0         12.3      0.72             -              -             -    
198Pt     7.2          -            -        -      7.8       0.0     0             0.0    7.6       0         7.6       3.66             -              -             -    
Au        100      196.96655(2)  19300       -      7.63      0.0     -1.84         0.0    7.32      0.43      7.75      98.65           29d            3000          2.5   
Hg         -       200.59(2)        -        -      12.692    0.0      -             -     20.24     6.6       26.8      372.3(4.0)      24d            700           0.6   
196Hg     0.2          -            -        -      30.3(1.0) 0.0     0             0.0    115.(8.)  0         115.(8.)  3080.(180.)      -              -             -    
198Hg     10.1         -            -        -       -         -      0             0.0     -        0          -        2                -              -             -    
199Hg     17           -            -        -      16.9      0.0     (+/-)15.5     0.0    36.(2.)   30.(3.)   66.(2.)   2150.(48.)       -              -             -    
200Hg     23.1         -            -        -       -         -      0             0.0     -        0          -        <60.             -              -             -    
201Hg     13.2         -            -        -       -         -       -             -      -         -         -        7.8(2.0)         -              -             -    
202Hg     29.6         -            -        -       -         -      0             0.0     -        0         9.828     4.89             -              -             -    
204Hg     6.8          -            -        -       -         -      0             0.0     -        0          -        0.43             -              -             -    
Tl         -       204.3833(2)   11850       -      8.776     0.0      -             -     9.678     0.21      9.89      3.43            41m            460           0.4   
203Tl     29.524       -            -        -      6.99      0.0     1.06          0.0    6.14      0.14      6.28      11.4             -              -             -    
205Tl     70.476       -            -        -      9.52      0.0     -0.242        0.0    11.39     0.007     11.4      0.104            -              -             -    
Pb         -       207.2(1)      11340       -      9.405     0.0      -             -     11.115    0.003     11.118    0.171            0              0             0    
204Pb     1.4          -            -        -      9.90      0.0     0             0.0    12.3      0         12.3      0.65             -              -             -    
206Pb     24.1         -            -        -      9.22      0.0     0             0.0    10.68     0         10.68     0.03             -              -             -    
207Pb     22.1         -            -        -      9.28      0.0     0.14          0.0    10.82     0.002     10.82     0.699            -              -             -    
208Pb     52.4         -            -        -      9.50      0.0     0             0.0    11.34     0         11.34     0.00048          -              -             -    
Bi        100      208.98038(2)  9780        -      8.532     0.0      -             -     9.148     0.0084    9.156     0.0338           *              *             *    
Po         -       208.9824      9196        -       -         -      0.259         0.0    0          -         -         -               *              *             *    
At         -       209.9871         -        -       -         -       -             -     0          -         -         -               *              *             *    
Rn         -       222.0176         -        -       -         -       -             -     0          -        12.6       -               *              *             *    
Fr         -       223.0197         -        -       -         -       -             -     0          -         -         -               *              *             *    
Ra        0.0      226.0254      5000     1.60E3    10.0(1.0) 0.0     0             0.0    13.(3.)   0         13.(3.)   12.8(1.5)        *              *             *    
Ac         -       227.0277      10070       -       -         -       -             -     0          -         -         -               *              *             *    
Th        100      232.0381(1)   11724       -      10.31     0.0     0             0.0    13.36     0         13.36     7.37             *              *             *    
Pa        0.0      231.03588(2)  15370    3.28E4    9.1       0.0      -             -     10.4      0.1(3.3)  10.5(3.2) 200.6(2.3)       *              *             *    
U          -       238.0289(1)   19050       -      8.417     0.0      -             -     8.903     0.005     8.908     7.57             *              *             *    
233U      0.0          -            -     1.59E5    10.1      0.0     (+/-)1.(3.)   0.0    12.8      0.1       12.9      574.7(1.0)       -              -             -    
234U      0.005        -            -        -      12.4      0.0     0             0.0    19.3      0         19.3      100.1(1.3)       -              -             -    
235U      0.72         -            -        -      10.47     0.0     (+/-)1.3      0.0    13.78     0.2       14        680.9(1.1)       -              -             -    
238U      99.275       -            -        -      8.402     0.0     0             0.0    8.871     0         8.871     2.68             -              -             -    
Np        0.0      237.0482      20450    2.14E6    10.55     0.0      -             -     14        0.5       14.5      175.9(2.9)       *              *             *    
Pu         -       244.0642      19816       -       -         -       -             -      -         -         -         -               *              *             *    
238Pu     0.0          -            -     87.74     14.1      0.0     0             0.0    25.0(1.8) 0         25.0(1.8) 558.(7.)         -              -             -    
239Pu     0.0          -            -     2.41E4    7.7       0.0     (+/-)1.3(1.9) 0.0    7.5       0.2       7.7       1017.3(2.1)      -              -             -    
240Pu     0.0          -            -     6.56E3    3.5       0.0     0             0.0    1.54      0         1.54      289.6(1.4)       -              -             -    
242Pu     0.0          -            -     3.76E5    8.1       0.0     0             0.0    8.2       0         8.2       18.5             -              -             -    
Am        0.0      243.0614         -     7.37E3    8.3       0.0     (+/-)2.(7.)   0.0    8.7       0.3       9.0(2.6)  75.3(1.8)        *              *             *    
Cm         -       247.0703      13510       -       -         -       -             -     0          -         -         -               *              *             *    
244Cm     0.0          -            -     18.10     9.5       0.0     0             0.0    11.3      0         11.3      16.2(1.2)        -              -             -    
246Cm     0.0          -            -     4.7E3     9.3       0.0     0             0.0    10.9      0         10.9      1.36             -              -             -    
248Cm     0.0          -            -     3.5E5     7.7       0.0     0             0.0    7.5       0         7.5       3                -              -             -    
